"Box plot","LOC Gene ID","Project ID","Experiment ID","Experiment name","Variety","Development stage","Tissue","Expression value"
"","LOC_Os01g01060","SRP047482","SRX738069","Anther_Normal","Nipponbare","before flowering","Anther","16.9967"
"","LOC_Os01g01060","DRP001762","DRX014510","Anther_WT","Nipponbare","flowering","Anther","123.298"
"","LOC_Os01g01060","DRP000391","DRX000661","Callus_Normal","Nipponbare","N6D medium","Callus","60.0773"
"","LOC_Os01g01060","SRP039045","SRX477950","Leaf","Nipponbare","","Leaf","2.67055"
"","LOC_Os01g01060","DRP002329","DRX017638","Leaf_35S:OSH1_-GR+DEX_24h_r1","Nipponbare","21 days seedling","Leaf","97.7493"
"","LOC_Os01g01060","SRP052309","SRX844804","Leaf_Osbhlh148-DR_r2","Nipponbare","45 days old plant","Leaf","30.7899"
"","LOC_Os01g01060","SRP052309","SRX844805","Leaf_Osbhlh148-WW_r1","Nipponbare","45 days old plant","Leaf","58.433"
"","LOC_Os01g01060","SRP052309","SRX844806","Leaf_Osbhlh148-WW_r2","Nipponbare","45 days old plant","Leaf","56.9376"
"","LOC_Os01g01060","SRP052310","SRX844813","Leaf_Oshsfa2e-DR_r1","Nipponbare","45 days old plant","Leaf","35.3718"
"","LOC_Os01g01060","SRP052310","SRX844814","Leaf_Oshsfa2e-DR_r2","Nipponbare","45 days old plant","Leaf","30.1176"
"","LOC_Os01g01060","SRP052310","SRX844815","Leaf_Oshsfa2e-WW_r1","Nipponbare","45 days old plant","Leaf","39.6897"
"","LOC_Os01g01060","SRP052310","SRX844816","Leaf_Oshsfa2e-WW_r2","Nipponbare","45 days old plant","Leaf","35.6139"
"","LOC_Os01g01060","SRP057260","SRX997484","Leaf_PXO99A_BLS256 Tal11b_r1","Nipponbare","28 days seedling","Leaf","39.351"
"","LOC_Os01g01060","SRP057260","SRX997485","Leaf_PXO99A_BLS256 Tal11b_r2","Nipponbare","28 days seedling","Leaf","48.9891"
"","LOC_Os01g01060","SRP057260","SRX997480","Leaf_PXO99A_BLS256 Tal2a_r1","Nipponbare","28 days seedling","Leaf","32.0248"
"","LOC_Os01g01060","SRP057260","SRX997481","Leaf_PXO99A_BLS256 Tal2a_r2","Nipponbare","28 days seedling","Leaf","26.1555"
"","LOC_Os01g01060","SRP057260","SRX997482","Leaf_PXO99A_dTal280_r1","Nipponbare","28 days seedling","Leaf","9.4951"
"","LOC_Os01g01060","SRP057260","SRX997483","Leaf_PXO99A_dTal280_r2","Nipponbare","28 days seedling","Leaf","18.8345"
"","LOC_Os01g01060","SRP049212","SRX739680","Leaf_r1","Nipponbare","14 days seedling","Leaf","36.5785"
"","LOC_Os01g01080","SRP061677","SRX1122011","Root_DCL3a_-Pi","Nipponbare","35 days seedling","Root","47.6619"
"","LOC_Os01g01080","SRP061677","SRX1122012","Root_DCL3a_-Pi","Nipponbare","35 days seedling","Root","48.1448"
"","LOC_Os01g01080","SRP061677","SRX1122013","Root_DCL3a_-Pi","Nipponbare","35 days seedling","Root","40.1657"
"","LOC_Os01g01080","DRP000391","DRX000669","Root_Normal","Nipponbare","7 days seedling","Root","75.2442"
"","LOC_Os01g01080","SRP061677","SRX1122020","Root_WT_+Pi","Nipponbare","35 days seedling","Root","45.6138"
"","LOC_Os01g01080","SRP061677","SRX1122021","Root_WT_+Pi","Nipponbare","35 days seedling","Root","40.9282"
"","LOC_Os01g01080","SRP061677","SRX1122022","Root_WT_+Pi","Nipponbare","35 days seedling","Root","38.9526"
"","LOC_Os01g01080","SRP061677","SRX1122023","Root_WT_-Pi","Nipponbare","35 days seedling","Root","55.6562"
"","LOC_Os01g01080","SRP061677","SRX1122024","Root_WT_-Pi","Nipponbare","35 days seedling","Root","46.4228"
"","LOC_Os01g01080","SRP061677","SRX1122025","Root_WT_-Pi","Nipponbare","35 days seedling","Root","51.0401"
"","LOC_Os01g01080","SRP028376","SRX332136","Seed_aleurone_ABA&GA_4h","Nipponbare","mature seed","Aleurone","137.92"
"","LOC_Os01g01080","SRP028376","SRX332134","Seed_aleurone_ABA_4h","Nipponbare","mature seed","Aleurone","129.524"
"","LOC_Os01g01080","SRP028376","SRX332135","Seed_aleurone_GA_4h","Nipponbare","mature seed","Aleurone","159.855"
"","LOC_Os01g01080","SRP028376","SRX330497","Seed_aleurone_Mock_4h","Nipponbare","mature seed","Aleurone","103.447"
"","LOC_Os01g01080","SRP047482","SRX738076","Seed_Normal","Nipponbare","5 days after pollination","Seed","17.0158"
"","LOC_Os01g01080","DRP000391","DRX000671","Seed_Normal","Nipponbare","mature seed","Seed","27.4211"
"","LOC_Os01g01080","SRP048885","SRX732287","Seed_oscmt3a_mutant _r1","Nipponbare","mature seed","Seed","49.6382"
"","LOC_Os01g01080","SRP048885","SRX732290","Seed_oscmt3a_mutant _r2","Nipponbare","mature seed","Seed","56.6234"
"","LOC_Os01g01080","SRP048885","SRX732292","Seed_oscmt3a_mutant _r3","Nipponbare","mature seed","Seed","50.8435"
"","LOC_Os01g01080","SRP048885","SRX732153","Seed_OsCMT3a_WT_r1","Nipponbare","mature seed","Seed","51.1231"
"","LOC_Os01g01080","SRP048885","SRX732285","Seed_OsCMT3a_WT_r2","Nipponbare","mature seed","Seed","49.9095"
"","LOC_Os01g01080","SRP048885","SRX732286","Seed_OsCMT3a_WT_r3","Nipponbare","mature seed","Seed","50.5763"
"","LOC_Os01g01080","SRP028766","SRX335975","Shoot_1h+Pi_r1","Nipponbare","14 days seedling","Shoot","8.7497"
"","LOC_Os01g01080","SRP028766","SRX335976","Shoot_1h+Pi_r2","Nipponbare","14 days seedling","Shoot","8.28959"
"","LOC_Os01g01080","SRP028766","SRX335977","Shoot_1h+Pi_r3","Nipponbare","14 days seedling","Shoot","10.1578"
"","LOC_Os01g01080","SRP028766","SRX335978","Shoot_1h-Pi_r1","Nipponbare","14 days seedling","Shoot","8.35967"
"","LOC_Os01g01080","SRP028766","SRX335979","Shoot_1h-Pi_r2","Nipponbare","14 days seedling","Shoot","8.4226"
"","LOC_Os01g01080","SRP028766","SRX335980","Shoot_1h-Pi_r3","Nipponbare","14 days seedling","Shoot","8.43682"
"","LOC_Os01g01080","SRP028766","SRX335981","Shoot_21d+1h+Pi_r1","Nipponbare","35 days seedling","Shoot","10.9569"
"","LOC_Os01g01080","SRP028766","SRX335982","Shoot_21d+1h+Pi_r2","Nipponbare","35 days seedling","Shoot","11.1899"
"","LOC_Os01g01080","SRP028766","SRX335983","Shoot_21d+1h+Pi_r3","Nipponbare","35 days seedling","Shoot","14.9049"
"","LOC_Os01g01080","SRP028766","SRX335984","Shoot_21d+1h-Pi_r1","Nipponbare","35 days seedling","Shoot","15.5462"
"","LOC_Os01g01080","SRP028766","SRX335985","Shoot_21d+1h-Pi_r2","Nipponbare","35 days seedling","Shoot","15.0132"
"","LOC_Os01g01080","SRP028766","SRX335986","Shoot_21d+1h-Pi_r3","Nipponbare","35 days seedling","Shoot","17.4361"
"","LOC_Os01g01080","SRP028766","SRX335987","Shoot_21d+1hRe_r1","Nipponbare","35 days seedling","Shoot","16.9886"
"","LOC_Os01g01080","SRP028766","SRX335988","Shoot_21d+1hRe_r2","Nipponbare","35 days seedling","Shoot","18.983"
"","LOC_Os01g01080","SRP028766","SRX335989","Shoot_21d+1hRe_r3","Nipponbare","35 days seedling","Shoot","14.3339"
"","LOC_Os01g01080","SRP028766","SRX335990","Shoot_21d+24h+Pi_r1","Nipponbare","35 days seedling","Shoot","11.3612"
"","LOC_Os01g01080","SRP028766","SRX335991","Shoot_21d+24h+Pi_r2","Nipponbare","35 days seedling","Shoot","10.189"
"","LOC_Os01g01080","SRP028766","SRX335992","Shoot_21d+24h+Pi_r3","Nipponbare","35 days seedling","Shoot","13.7689"
"","LOC_Os01g01080","SRP028766","SRX335993","Shoot_21d+24h-Pi_r1","Nipponbare","35 days seedling","Shoot","15.6966"
"","LOC_Os01g01080","SRP028766","SRX335994","Shoot_21d+24h-Pi_r2","Nipponbare","35 days seedling","Shoot","17.0286"
"","LOC_Os01g01080","SRP028766","SRX335995","Shoot_21d+24h-Pi_r3","Nipponbare","35 days seedling","Shoot","10.9661"
"","LOC_Os01g01080","SRP028766","SRX335996","Shoot_21d+24hRe_r1","Nipponbare","35 days seedling","Shoot","31.4515"
"","LOC_Os01g01080","SRP028766","SRX335997","Shoot_21d+24hRe_r2","Nipponbare","35 days seedling","Shoot","32.3874"
"","LOC_Os01g01080","SRP028766","SRX335998","Shoot_21d+24hRe_r3","Nipponbare","35 days seedling","Shoot","28.0299"
"","LOC_Os01g01080","SRP028766","SRX335999","Shoot_21d+6h+Pi_r1","Nipponbare","35 days seedling","Shoot","12.7958"
"","LOC_Os01g01080","SRP028766","SRX336000","Shoot_21d+6h+Pi_r2","Nipponbare","35 days seedling","Shoot","12.4102"
"","LOC_Os01g01080","SRP028766","SRX336001","Shoot_21d+6h+Pi_r3","Nipponbare","35 days seedling","Shoot","12.6304"
"","LOC_Os01g01080","SRP028766","SRX336002","Shoot_21d+6h-Pi_r1","Nipponbare","35 days seedling","Shoot","17.1993"
"","LOC_Os01g01080","SRP028766","SRX336003","Shoot_21d+6h-Pi_r2","Nipponbare","35 days seedling","Shoot","20.065"
"","LOC_Os01g01080","SRP028766","SRX336004","Shoot_21d+6h-Pi_r3","Nipponbare","35 days seedling","Shoot","16.0336"
"","LOC_Os01g01080","SRP028766","SRX336005","Shoot_21d+6hRe_r1","Nipponbare","35 days seedling","Shoot","19.4388"
"","LOC_Os01g01080","SRP028766","SRX336006","Shoot_21d+6hRe_r2","Nipponbare","35 days seedling","Shoot","18.5475"
"","LOC_Os01g01080","SRP028766","SRX336007","Shoot_21d+6hRe_r3","Nipponbare","35 days seedling","Shoot","16.2052"
"","LOC_Os01g01080","SRP028766","SRX336008","Shoot_21dd+Pi_r1","Nipponbare","35 days seedling","Shoot","10.7994"
"","LOC_Os01g01080","SRP028766","SRX336009","Shoot_21dd+Pi_r2","Nipponbare","35 days seedling","Shoot","12.5873"
"","LOC_Os01g01080","SRP028766","SRX336010","Shoot_21dd+Pi_r3","Nipponbare","35 days seedling","Shoot","11.58"
"","LOC_Os01g01080","SRP028766","SRX336011","Shoot_21dd-Pi_r1","Nipponbare","35 days seedling","Shoot","15.014"
"","LOC_Os01g01080","SRP028766","SRX336012","Shoot_21dd-Pi_r2","Nipponbare","35 days seedling","Shoot","13.2079"
"","LOC_Os01g01080","SRP028766","SRX336013","Shoot_21dd-Pi_r3","Nipponbare","35 days seedling","Shoot","13.8501"
"","LOC_Os01g01080","SRP028766","SRX336014","Shoot_24h+Pi_r1","Nipponbare","14 days seedling","Shoot","7.94568"
"","LOC_Os01g01080","SRP028766","SRX336015","Shoot_24h+Pi_r2","Nipponbare","14 days seedling","Shoot","9.33873"
"","LOC_Os01g01080","SRP028766","SRX336016","Shoot_24h+Pi_r3","Nipponbare","14 days seedling","Shoot","8.39099"
"","LOC_Os01g01080","SRP028766","SRX336017","Shoot_24h-Pi_r1","Nipponbare","14 days seedling","Shoot","8.83287"
"","LOC_Os01g01080","SRP028766","SRX336018","Shoot_24h-Pi_r2","Nipponbare","14 days seedling","Shoot","7.83924"
"","LOC_Os01g01080","SRP028766","SRX336019","Shoot_24h-Pi_r3","Nipponbare","14 days seedling","Shoot","8.83028"
"","LOC_Os01g01080","SRP028766","SRX336020","Shoot_3d+Pi_r1","Nipponbare","17 days seedling","Shoot","8.54"
"","LOC_Os01g01080","SRP028766","SRX336021","Shoot_3d+Pi_r2","Nipponbare","17 days seedling","Shoot","10.8337"
"","LOC_Os01g01080","SRP028766","SRX336022","Shoot_3d+Pi_r3","Nipponbare","17 days seedling","Shoot","8.44492"
"","LOC_Os01g01080","SRP028766","SRX336023","Shoot_3d-Pi_r1","Nipponbare","17 days seedling","Shoot","7.5804"
"","LOC_Os01g01080","SRP028766","SRX336024","Shoot_3d-Pi_r2","Nipponbare","17 days seedling","Shoot","9.39903"
"","LOC_Os01g01080","SRP028766","SRX336025","Shoot_3d-Pi_r3","Nipponbare","17 days seedling","Shoot","7.14108"
"","LOC_Os01g01080","SRP028766","SRX336026","Shoot_6h+Pi_r1","Nipponbare","14 days seedling","Shoot","8.59945"
"","LOC_Os01g01080","SRP028766","SRX336027","Shoot_6h+Pi_r2","Nipponbare","14 days seedling","Shoot","10.7599"
"","LOC_Os01g01080","SRP028766","SRX336028","Shoot_6h+Pi_r3","Nipponbare","14 days seedling","Shoot","7.05942"
"","LOC_Os01g01080","SRP028766","SRX336029","Shoot_6h-Pi_r1","Nipponbare","14 days seedling","Shoot","7.5291"
"","LOC_Os01g01080","SRP028766","SRX336030","Shoot_6h-Pi_r2","Nipponbare","14 days seedling","Shoot","8.33184"
"","LOC_Os01g01080","SRP028766","SRX336031","Shoot_6h-Pi_r3","Nipponbare","14 days seedling","Shoot","7.41992"
"","LOC_Os01g01080","SRP028766","SRX336032","Shoot_7d+Pi_r1","Nipponbare","21 days seedling","Shoot","7.99213"
"","LOC_Os01g01080","SRP028766","SRX336033","Shoot_7d+Pi_r2","Nipponbare","21 days seedling","Shoot","13.1626"
"","LOC_Os01g01080","SRP028766","SRX336034","Shoot_7d+Pi_r3","Nipponbare","21 days seedling","Shoot","8.84315"
"","LOC_Os01g01080","SRP028766","SRX336035","Shoot_7d-Pi_r1","Nipponbare","21 days seedling","Shoot","9.76407"
"","LOC_Os01g01080","SRP028766","SRX336036","Shoot_7d-Pi_r2","Nipponbare","21 days seedling","Shoot","10.166"
"","LOC_Os01g01080","SRP028766","SRX336037","Shoot_7d-Pi_r3","Nipponbare","21 days seedling","Shoot","10.8761"
"","LOC_Os01g01080","SRP011893","SRX130833","Shoot_As(III)_24h","Nipponbare","3 days seeding","Shoot","12.3889"
"","LOC_Os01g01080","DRP001141","DRX012214","Shoot_Cd_0h_r1","Nipponbare","10 days seedling","Shoot","73.3493"
"","LOC_Os01g01080","DRP001141","DRX012215","Shoot_Cd_0h_r2","Nipponbare","10 days seedling","Shoot","63.567"
"","LOC_Os01g01080","DRP001141","DRX012223","Shoot_Cd_0h_r3","Nipponbare","10 days seedling","Shoot","58.4695"
"","LOC_Os01g01080","DRP001141","DRX012216","Shoot_Cd_1h_r1","Nipponbare","10 days seedling","Shoot","59.8019"
"","LOC_Os01g01080","DRP001141","DRX012217","Shoot_Cd_1h_r2","Nipponbare","10 days seedling","Shoot","51.1585"
"","LOC_Os01g01080","DRP001141","DRX012224","Shoot_Cd_1h_r3","Nipponbare","10 days seedling","Shoot","59.4305"
"","LOC_Os01g01080","DRP001141","DRX012218","Shoot_Cd_24h_r1","Nipponbare","10 days seedling","Shoot","113.433"
"","LOC_Os01g01080","DRP001141","DRX012219","Shoot_Cd_24h_r2","Nipponbare","10 days seedling","Shoot","155.16"
"","LOC_Os01g01080","DRP001141","DRX012225","Shoot_Cd_24h_r3","Nipponbare","10 days seedling","Shoot","141.478"
"","LOC_Os01g01080","SRP043448","SRX612565","Shoot_MET1-2_Mm","Nipponbare","11 days seedling","Shoot","48.0943"
"","LOC_Os01g01080","SRP043448","SRX612566","Shoot_MET1-2_mm","Nipponbare","11 days seedling","Shoot","39.8143"
"","LOC_Os01g01080","SRP043448","SRX612564","Shoot_MET1-2_WT","Nipponbare","11 days seedling","Shoot","39.5183"
"","LOC_Os01g01080","DRP000391","DRX000673","Shoot_Normal","Nipponbare","7 days seedling","Shoot","35.5577"
"","LOC_Os01g01080","SRP047482","SRX738077","Shoot_Normal","Nipponbare","14 days after germination","Shoot","4.28476"
"","LOC_Os01g01080","SRP049102","SRX737138","Shoot_WT","Nipponbare","after harvesting and air-drying for around one month","Shoot","16.3222"
"","LOC_Os01g01420","SRP047482","SRX738069","Anther_Normal","Nipponbare","before flowering","Anther","3.06663"
"","LOC_Os01g01420","DRP001762","DRX014510","Anther_WT","Nipponbare","flowering","Anther","20.0391"
"","LOC_Os01g01420","DRP000391","DRX000661","Callus_Normal","Nipponbare","N6D medium","Callus","9.51525"
"","LOC_Os01g01420","SRP039045","SRX477950","Leaf","Nipponbare","","Leaf","13.9735"
"","LOC_Os01g01420","DRP002329","DRX017638","Leaf_35S:OSH1_-GR+DEX_24h_r1","Nipponbare","21 days seedling","Leaf","18.29"
"","LOC_Os01g01420","DRP002329","DRX017646","Leaf_35S:OSH1_-GR+DEX_24h_r2","Nipponbare","21 days seedling","Leaf","17.5984"
"","LOC_Os01g01420","DRP002329","DRX017636","Leaf_35S:OSH1_-GR+DEX_3h_r1","Nipponbare","21 days seedling","Leaf","18.15"
"","LOC_Os01g01420","DRP002329","DRX017644","Leaf_35S:OSH1_-GR+DEX_3h_r2","Nipponbare","21 days seedling","Leaf","17.0029"
"","LOC_Os01g01420","DRP002329","DRX017637","Leaf_35S:OSH1_-GR+DEX_6h_r1","Nipponbare","21 days seedling","Leaf","19.6545"
"","LOC_Os01g01420","DRP002329","DRX017645","Leaf_35S:OSH1_-GR+DEX_6h_r2","Nipponbare","21 days seedling","Leaf","17.6593"
"","LOC_Os01g01420","DRP002329","DRX017635","Leaf_35S:OSH1_-GR+DEX_r1","Nipponbare","21 days seedling","Leaf","13.8141"
"","LOC_Os01g01420","DRP002329","DRX017643","Leaf_35S:OSH1_-GR+DEX_r2","Nipponbare","21 days seedling","Leaf","18.496"
"","LOC_Os01g01420","SRP056884","SRX978709","Leaf_B8-12_r1","Nipponbare","16 days seedling","Leaf","41.4506"
"","LOC_Os01g01420","SRP056884","SRX978710","Leaf_B8-12_r2","Nipponbare","16 days seedling","Leaf","47.1707"
"","LOC_Os01g01420","SRP056884","SRX978711","Leaf_B8-12_r3","Nipponbare","16 days seedling","Leaf","44.3517"
"","LOC_Os01g01420","SRP056884","SRX978700","Leaf_BLS256_r1","Nipponbare","16 days seedling","Leaf","42.1326"
"","LOC_Os01g01420","SRP056884","SRX978701","Leaf_BLS256_r2","Nipponbare","16 days seedling","Leaf","55.0191"
"","LOC_Os01g01420","SRP056884","SRX978702","Leaf_BLS256_r3","Nipponbare","16 days seedling","Leaf","42.8677"
"","LOC_Os01g01420","SRP056884","SRX978703","Leaf_BLS279_r1","Nipponbare","16 days seedling","Leaf","43.1517"
"","LOC_Os01g01420","SRP056884","SRX978704","Leaf_BLS279_r2","Nipponbare","16 days seedling","Leaf","46.8886"
"","LOC_Os01g01420","SRP056884","SRX978705","Leaf_BLS279_r3","Nipponbare","16 days seedling","Leaf","41.1819"
"","LOC_Os01g01420","SRP056884","SRX978718","Leaf_BXOR1_r1","Nipponbare","16 days seedling","Leaf","55.2196"
"","LOC_Os01g01420","SRP056884","SRX978719","Leaf_BXOR1_r2","Nipponbare","16 days seedling","Leaf","53.5462"
"","LOC_Os01g01420","SRP056884","SRX978720","Leaf_BXOR1_r3","Nipponbare","16 days seedling","Leaf","44.8752"
"","LOC_Os01g01420","SRP056884","SRX978706","Leaf_CFBP2286_r1","Nipponbare","16 days seedling","Leaf","55.1458"
"","LOC_Os01g01420","SRP056884","SRX978707","Leaf_CFBP2286_r2","Nipponbare","16 days seedling","Leaf","57.8424"
"","LOC_Os01g01420","SRP056884","SRX978708","Leaf_CFBP2286_r3","Nipponbare","16 days seedling","Leaf","48.6671"
"","LOC_Os01g01420","SRP056884","SRX978721","Leaf_CFBP7331_r1","Nipponbare","16 days seedling","Leaf","45.1634"
"","LOC_Os01g01420","SRP056884","SRX978722","Leaf_CFBP7331_r2","Nipponbare","16 days seedling","Leaf","49.2367"
"","LOC_Os01g01420","SRP056884","SRX978723","Leaf_CFBP7331_r3","Nipponbare","16 days seedling","Leaf","43.5913"
"","LOC_Os01g01420","SRP056884","SRX978724","Leaf_CFBP7341_r1","Nipponbare","16 days seedling","Leaf","47.5614"
"","LOC_Os01g01420","SRP056884","SRX978725","Leaf_CFBP7341_r2","Nipponbare","16 days seedling","Leaf","50.3418"
"","LOC_Os01g01420","SRP056884","SRX978726","Leaf_CFBP7341_r3","Nipponbare","16 days seedling","Leaf","50.4153"
"","LOC_Os01g01420","SRP056884","SRX978727","Leaf_CFBP7342_r3","Nipponbare","16 days seedling","Leaf","44.955"
"","LOC_Os01g01420","SRP056884","SRX978728","Leaf_CFBP7342_r4","Nipponbare","16 days seedling","Leaf","47.9277"
"","LOC_Os01g01420","SRP056884","SRX978729","Leaf_CFBP7342_r5","Nipponbare","16 days seedling","Leaf","47.277"
"","LOC_Os01g01420","SRP056884","SRX978712","Leaf_L8_r1","Nipponbare","16 days seedling","Leaf","44.9562"
"","LOC_Os01g01420","SRP056884","SRX978713","Leaf_L8_r2","Nipponbare","16 days seedling","Leaf","48.9307"
"","LOC_Os01g01420","SRP056884","SRX978714","Leaf_L8_r3","Nipponbare","16 days seedling","Leaf","43.9342"
"","LOC_Os01g01420","SRP056884","SRX978730","Leaf_Mock","Nipponbare","16 days seedling","Leaf","53.064"
"","LOC_Os01g01420","SRP056884","SRX978731","Leaf_Mock","Nipponbare","16 days seedling","Leaf","63.9235"
"","LOC_Os01g01420","SRP056884","SRX978732","Leaf_Mock","Nipponbare","16 days seedling","Leaf","52.9956"
"","LOC_Os01g01420","DRP000391","DRX000663","Leaf_Normal","Nipponbare","7 days before heading to 7 days after flowering","Leaf","57.8869"
"","LOC_Os01g01420","SRP052309","SRX844803","Leaf_Osbhlh148-DR_r1","Nipponbare","45 days old plant","Leaf","49.9287"
"","LOC_Os01g01420","SRP052309","SRX844804","Leaf_Osbhlh148-DR_r2","Nipponbare","45 days old plant","Leaf","45.4909"
"","LOC_Os01g01420","SRP052309","SRX844805","Leaf_Osbhlh148-WW_r1","Nipponbare","45 days old plant","Leaf","55.6373"
"","LOC_Os01g01420","SRP052309","SRX844806","Leaf_Osbhlh148-WW_r2","Nipponbare","45 days old plant","Leaf","56.1629"
"","LOC_Os01g01420","SRP052310","SRX844813","Leaf_Oshsfa2e-DR_r1","Nipponbare","45 days old plant","Leaf","44.825"
"","LOC_Os01g01420","SRP052310","SRX844814","Leaf_Oshsfa2e-DR_r2","Nipponbare","45 days old plant","Leaf","48.7009"
"","LOC_Os01g01420","SRP052310","SRX844815","Leaf_Oshsfa2e-WW_r1","Nipponbare","45 days old plant","Leaf","55.5765"
"","LOC_Os01g01420","SRP052310","SRX844816","Leaf_Oshsfa2e-WW_r2","Nipponbare","45 days old plant","Leaf","52.7047"
"","LOC_Os01g01420","SRP057260","SRX997484","Leaf_PXO99A_BLS256 Tal11b_r1","Nipponbare","28 days seedling","Leaf","41.9978"
"","LOC_Os01g01420","SRP057260","SRX997485","Leaf_PXO99A_BLS256 Tal11b_r2","Nipponbare","28 days seedling","Leaf","39.8972"
"","LOC_Os01g01420","SRP057260","SRX997480","Leaf_PXO99A_BLS256 Tal2a_r1","Nipponbare","28 days seedling","Leaf","39.4025"
"","LOC_Os01g01420","SRP057260","SRX997481","Leaf_PXO99A_BLS256 Tal2a_r2","Nipponbare","28 days seedling","Leaf","38.7464"
"","LOC_Os01g01420","SRP057260","SRX997482","Leaf_PXO99A_dTal280_r1","Nipponbare","28 days seedling","Leaf","94.7133"
"","LOC_Os01g01420","SRP057260","SRX997483","Leaf_PXO99A_dTal280_r2","Nipponbare","28 days seedling","Leaf","88.0569"
"","LOC_Os01g01420","SRP049212","SRX739680","Leaf_r1","Nipponbare","14 days seedling","Leaf","63.3664"
"","LOC_Os01g01420","SRP049212","SRX739699","Leaf_r2","Nipponbare","14 days seedling","Leaf","63.452"
"","LOC_Os01g01420","SRP049212","SRX739700","Leaf_r3","Nipponbare","14 days seedling","Leaf","58.4534"
"","LOC_Os01g01420","SRP056884","SRX978715","Leaf_RS105_r1","Nipponbare","16 days seedling","Leaf","46.0505"
"","LOC_Os01g01420","SRP056884","SRX978716","Leaf_RS105_r2","Nipponbare","16 days seedling","Leaf","53.9452"
"","LOC_Os01g01420","SRP056884","SRX978717","Leaf_RS105_r3","Nipponbare","16 days seedling","Leaf","48.5065"
"","LOC_Os01g01420","SRP017256","SRX235858","Leaf_T2-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","49.0514"
"","LOC_Os01g01420","SRP017256","SRX235859","Leaf_T2-PiZt-11-S","Nipponbare","21 days after transplanting","Leaf","45.8535"
"","LOC_Os01g01420","SRP017256","SRX235860","Leaf_T4-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","49.725"
"","LOC_Os01g01420","SRP017256","SRX235861","Leaf_T4-PiZt-11-S","Nipponbare","21 days after transplanting","Leaf","52.8312"
"","LOC_Os01g01420","SRP017256","SRX235863","Leaf_T6-Pi9-R","Nipponbare","21 days after transplanting","Leaf","50.2681"
"","LOC_Os01g01420","SRP017256","SRX235862","Leaf_T6-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","52.135"
"","LOC_Os01g01420","SRP017256","SRX235864","Leaf_T6-Spin1i-1-R","Nipponbare","21 days after transplanting","Leaf","50.5569"
"","LOC_Os01g01420","SRP029886","SRX348482","Leaf_WT","Nipponbare","14 days seedling","Leaf","14.538"
"","LOC_Os01g01420","DRP002329","DRX017642","Leaf_WT-DEX_24h_r1","Nipponbare","21 days seedling","Leaf","18.6802"
"","LOC_Os01g01420","DRP002329","DRX017650","Leaf_WT-DEX_24h_r2","Nipponbare","21 days seedling","Leaf","15.9934"
"","LOC_Os01g01420","DRP002329","DRX017640","Leaf_WT-DEX_3h_r1","Nipponbare","21 days seedling","Leaf","20.4706"
"","LOC_Os01g01420","DRP002329","DRX017648","Leaf_WT-DEX_3h_r2","Nipponbare","21 days seedling","Leaf","18.6683"
"","LOC_Os01g01420","DRP002329","DRX017641","Leaf_WT-DEX_6h_r1","Nipponbare","21 days seedling","Leaf","17.4481"
"","LOC_Os01g01420","DRP002329","DRX017649","Leaf_WT-DEX_6h_r2","Nipponbare","21 days seedling","Leaf","18.1284"
"","LOC_Os01g01420","DRP002329","DRX017639","Leaf_WT-DEX_r1","Nipponbare","21 days seedling","Leaf","19.5807"
"","LOC_Os01g01420","DRP002329","DRX017647","Leaf_WT-DEX_r2","Nipponbare","21 days seedling","Leaf","17.3685"
"","LOC_Os01g01420","SRP052306","SRX844621","Leaf_WT-DR_SRP052306_r1","Nipponbare","45 days old plant","Leaf","45.341"
"","LOC_Os01g01420","SRP052306","SRX844622","Leaf_WT-DR_SRP052306_r2","Nipponbare","45 days old plant","Leaf","41.3482"
"","LOC_Os01g01420","SRP052309","SRX844799","Leaf_WT-DR_SRP052309_r1","Nipponbare","45 days old plant","Leaf","45.3409"
"","LOC_Os01g01420","SRP052309","SRX844800","Leaf_WT-DR_SRP052309_r2","Nipponbare","45 days old plant","Leaf","41.3482"
"","LOC_Os01g01420","SRP052310","SRX844809","Leaf_WT-DR_SRP052310_r1","Nipponbare","45 days old plant","Leaf","45.3409"
"","LOC_Os01g01420","SRP052310","SRX844810","Leaf_WT-DR_SRP052310_r2","Nipponbare","45 days old plant","Leaf","41.3482"
"","LOC_Os01g01420","SRP052306","SRX844623","Leaf_WT-WW_SRP052306_r1","Nipponbare","45 days old plant","Leaf","52.8968"
"","LOC_Os01g01420","SRP052306","SRX844624","Leaf_WT-WW_SRP052306_r2","Nipponbare","45 days old plant","Leaf","56.9031"
"","LOC_Os01g01420","SRP052309","SRX844801","Leaf_WT-WW_SRP052309_r1","Nipponbare","45 days old plant","Leaf","52.8968"
"","LOC_Os01g01420","SRP052309","SRX844802","Leaf_WT-WW_SRP052309_r2","Nipponbare","45 days old plant","Leaf","56.9031"
"","LOC_Os01g01420","SRP052310","SRX844811","Leaf_WT-WW_SRP052310_r1","Nipponbare","45 days old plant","Leaf","52.8968"
"","LOC_Os01g01420","SRP052310","SRX844812","Leaf_WT-WW_SRP052310_r2","Nipponbare","45 days old plant","Leaf","56.9031"
"","LOC_Os01g01420","SRP017256","SRX235856","Leaf_WT2007","Nipponbare","21 days after transplanting","Leaf","49.7841"
